finding_id,target_id,relation,half,note
#1289,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1290,Governance Register,MERGED-INTO,,Pass #4 cluster target: Historical Traceability.
#1290,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Historical Traceability.
#1291,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1292,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1292,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1293,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1294,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1295,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1295,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1296,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1296,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1297,DEF-05,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#1297,CORE-07,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#1298,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1298,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1299,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Testing and Adversarial Review.
#1300,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1300,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1301,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1301,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1302,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1302,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1303,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1303,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1304,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1304,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1305,Governance Method Annex,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1305,Historical,SOURCE-OF,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1306,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1306,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1307,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1307,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1308,CORE-04,SOURCE-OF,,Pass #4 cluster target: Single Canonical Truth.
#1308,DEF-01,SOURCE-OF,,Pass #4 cluster target: Single Canonical Truth.
#1309,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1309,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1310,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1310,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1311,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1312,CONST-02,MERGED-INTO,,Pass #4 cluster target: One World / Singular World-Space.
#1313,CONST-01,SOURCE-OF,,Pass #4 cluster target: Constitutional Subordination.
#1313,CONST-05,SOURCE-OF,,Pass #4 cluster target: Constitutional Subordination.
#1314,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1315,DEF-03,SOURCE-OF,,Pass #4 cluster target: Finite Expressibility and Determinism.
#1316,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1316,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1317,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1317,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1318,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1318,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1319,CORE-05b,WORDING-FOR,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1319,DEF-02,WORDING-FOR,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1320,DOWN-01,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1320,DOWN-02,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1320,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1320,DOWN-04,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1321,DOWN-01,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1321,DOWN-02,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1321,DOWN-03,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1321,DOWN-04,MERGED-INTO,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1322,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1322,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1323,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1323,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1324,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1324,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1325,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1325,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1326,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1326,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1327,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1327,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1328,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1328,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1329,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#1329,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#1330,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#1330,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#1331,CORE-03c,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#1331,CORE-05,MERGED-INTO,,Pass #4 cluster target: Independent Implementation.
#1332,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1332,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1333,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1333,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1334,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1334,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1335,CORE-03b,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1335,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Failure Semantics.
#1336,CORE-03,WORDING-FOR,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1336,LIM-01,WORDING-FOR,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1337,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1337,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1338,DEF-03,MERGED-INTO,,Pass #4 cluster target: Finite Expressibility and Determinism.
#1339,DEF-03,MERGED-INTO,,Pass #4 cluster target: Finite Expressibility and Determinism.
#1340,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1340,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1341,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1341,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1342,CORE-03,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1342,LIM-01,MERGED-INTO,,Pass #4 cluster target: Exact Membership and Boundary Resolution.
#1343,Governance Method Annex,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1343,Historical,MERGED-INTO,,Pass #4 cluster target: Inquiry Method and Framework Sequencing.
#1344,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1344,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1345,CORE-05b,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1345,DEF-02,MERGED-INTO,,Pass #4 cluster target: No Hidden State / Self-Containment.
#1346,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#1347,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1348,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1349,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1350,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1350,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1351,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#1352,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#1353,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1354,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1355,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#1356,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1357,Governance Register,MERGED-INTO,,Pass #4 cluster target: Historical Traceability.
#1357,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Historical Traceability.
#1358,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1359,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1359,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1360,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1361,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1361,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1362,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1363,Governance Register,MERGED-INTO,,Pass #4 cluster target: Historical Traceability.
#1363,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Historical Traceability.
#1364,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1364,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1365,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1365,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1366,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1367,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1368,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1368,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1369,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#1370,DEF-03,MERGED-INTO,,Pass #4 cluster target: Finite Expressibility and Determinism.
#1371,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1372,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#1373,CORE-04,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1373,DEF-01,MERGED-INTO,,Pass #4 cluster target: Single Canonical Truth.
#1374,CORE-07,MERGED-INTO,,Pass #4 cluster target: Representation Independence.
#1375,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1376,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1376,CORE-07,MERGED-INTO,,Pass #4 cluster target: Technology and Infrastructure Independence.
#1377,Terminology Register,MERGED-INTO,,Pass #4 cluster target: Terminology Discipline.
#1378,Terminology Register,SOURCE-OF,,Pass #4 cluster target: Terminology Discipline.
#1379,Preservation Register,WORDING-FOR,,Pass #4 cluster target: Preservation and Archival Survival.
#1380,Preservation Register,SOURCE-OF,,Pass #4 cluster target: Preservation and Archival Survival.
#1381,CONST-01,SOURCE-OF,,Pass #4 cluster target: Constitutional Subordination.
#1381,CONST-05,SOURCE-OF,,Pass #4 cluster target: Constitutional Subordination.
#1382,DOWN-01,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1382,DOWN-02,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1382,DOWN-03,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1382,DOWN-04,SOURCE-OF,,Pass #4 cluster target: Survey Dependency / Downward Contract.
#1383,UP-01,SOURCE-OF,,Pass #4 cluster target: Upward Handoff.
#1383,UP-02,SOURCE-OF,,Pass #4 cluster target: Upward Handoff.
#1383,UP-03,SOURCE-OF,,Pass #4 cluster target: Upward Handoff.
#1384,DEF-04,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#1384,Conformance Register,SOURCE-OF,,Pass #4 cluster target: Conformance and Validation.
#1385,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Preservation and Archival Survival.
#1386,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1386,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1387,DEF-02,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1387,Preservation Register,MERGED-INTO,,Pass #4 cluster target: Reconstruction and Recoverability.
#1388,DEF-04,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1388,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Conformance and Validation.
#1389,Conformance Register,MERGED-INTO,,Pass #4 cluster target: Testing and Adversarial Review.
#1390,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1390,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1391,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1391,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1392,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1392,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1393,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1393,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1394,CORE-05a,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#1394,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Parcel Independence.
#1395,CORE-05c,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1395,CORE-05b,MERGED-INTO,,Pass #4 cluster target: Operational Non-Authority.
#1396,DEF-05,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#1396,CORE-07,SOURCE-OF,,Pass #4 cluster target: Canonical Equivalence.
#1397,DEF-05,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1397,CORE-07,MERGED-INTO,,Pass #4 cluster target: Canonical Equivalence.
#1398,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1398,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1399,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1399,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1400,CORE-06,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1400,Governance Register,MERGED-INTO,,Pass #4 cluster target: Change Control and Permanence.
#1401,CORE-06,SOURCE-OF,,Pass #4 cluster target: Change Control and Permanence.
#1401,Governance Register,SOURCE-OF,,Pass #4 cluster target: Change Control and Permanence.
#1402,BOUND-01,MERGED-INTO,,Pass #4 cluster target: Minimality and Semantic Restraint.
#1403,UP-01,MERGED-INTO,,Pass #4 cluster target: Upward Handoff.
