finding_id,finding_title,original_classification,original_disposition,original_cluster,original_confidence,final_disposition,primary_target,consolidation_parent,pass_resolution,is_survivor,is_mirror,notes
#1299,Candidate Models Must Support Canonical Regression Analysis,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Testing and Adversarial Review,HIGH,Merged,Conformance Register,#393,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1300,Spatial Ground Must Select the Smallest Model That Fully Survives,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#550,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1301,Spatial Ground Must Distinguish Model Fitness From Model Popularity,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#695,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1302,Spatial Ground Must Distinguish Standards Adoption From Architectural Merit,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#695,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1303,Spatial Ground Must Distinguish Ecosystem Maturity From Permanence,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#695,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1304,Spatial Ground Must Distinguish Mathematical Maturity From Architectural Fit,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#695,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1305,Spatial Ground Must Permit Composite Models Only Where Necessary,INSTITUTIONAL / GOVERNANCE CANDIDATE,MOVE TO GOVERNANCE / INSTITUTIONAL FRAMEWORK,Inquiry Method and Framework Sequencing,HIGH,Governance,Governance Method Annex,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#1306,Composite Models Must Preserve One Canonical Meaning,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Single Canonical Truth,HIGH,Merged,CORE-04,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1307,Composite Models Must Avoid Competing Authorities,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Single Canonical Truth,HIGH,Merged,CORE-04,#8,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1308,Composite Models Must Have Explicit Precedence,SPECIFICATION CANDIDATE,MOVE TO SPECIFICATION,Single Canonical Truth,HIGH,Specification,CORE-04,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#1309,Composite Models Must Be More Justified Than Single Models,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#1305,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1310,Spatial Ground Must Resist Architectural Patchwork,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#378,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1311,Spatial Ground Must Prefer Coherent General Rules,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#378,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1312,Generality Must Not Sacrifice Exact World Identity,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,One World / Singular World-Space,MEDIUM,Merged,CONST-02,#21,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1313,Spatial Ground Must Permit BitPangea-Specific Constraints,SPECIFICATION CANDIDATE,MOVE TO SPECIFICATION,Constitutional Subordination,MEDIUM,Specification,CONST-01,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#1314,BitPangea-Specific Constraints Must Remain Minimal,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Minimality and Semantic Restraint,HIGH,Merged,BOUND-01,#58,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1315,Spatial Ground Must Distinguish Universal Mathematics From Project Rules,SPECIFICATION CANDIDATE,MOVE TO SPECIFICATION,Finite Expressibility and Determinism,HIGH,Specification,DEF-03,,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view.
#1316,Spatial Ground Must Preserve Replaceability of Non-Canonical Mathematics,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Technology and Infrastructure Independence,HIGH,Merged,CORE-05b,#81,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1317,Canonical Mathematics Must Be Explicitly Identified,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,No Hidden State / Self-Containment,HIGH,Merged,CORE-05b,#27,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1318,Spatial Ground Must Avoid Accidental Mathematical Dependencies,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,No Hidden State / Self-Containment,HIGH,Merged,CORE-05b,#27,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1319,Spatial Ground Must Preserve Mathematical Closure,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,No Hidden State / Self-Containment,HIGH,Merged,CORE-05b,#27,P4-D15,TRUE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1320,Mathematical Closure Must Not Duplicate Lower Authority,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Survey Dependency / Downward Contract,HIGH,Merged,DOWN-01,#12,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1321,Spatial Ground Must Define Any Additional Mathematics Narrowly,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Survey Dependency / Downward Contract,MEDIUM,Merged,DOWN-01,#24,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1322,Additional Mathematics Must Pass the Removal Test,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#140,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1323,Spatial Ground Must Avoid Mathematical Ornamentation,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#695,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1324,Spatial Ground Must Preserve Proof Simplicity Where Possible,DERIVED CONSEQUENCE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#874,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1325,Spatial Ground Must Preserve Implementation Simplicity Where It Does Not Cost Permanence,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#874,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1326,Spatial Ground Must Preserve Conceptual Simplicity Above Implementation Cleverness,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Inquiry Method and Framework Sequencing,HIGH,Merged,Governance Method Annex,#69,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1327,Spatial Ground Must Avoid Canonical Dependence on Optimization Tricks,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Operational Non-Authority,HIGH,Merged,CORE-05c,#19,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1328,Spatial Ground Must Permit Optimization Replacement,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Technology and Infrastructure Independence,HIGH,Merged,CORE-05b,#81,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
#1329,Spatial Ground Must Permit Multiple Optimization Strategies,DUPLICATE / NEAR-DUPLICATE,MERGE INTO STRONGER FINDING OR CLUSTER,Independent Implementation,HIGH,Merged,CORE-03c,#26,P4-D15,FALSE,FALSE,Primary target from Pass #4 cluster-level consolidation view. Consolidation parent carried from the first explicit Finding reference in the frozen classification rationale/related set; related references are not exhaustive.
